transaction_id,timestamp,customer_id,merchant_id,merchant_category,amount,transaction_type,channel,device_fingerprint,ip_address,status,is_flagged,fraud_confirmed,response_time_ms,state
TXN-001420,2024-01-07 23:43:01,CUST-00768,MERCH-0104,marketplace,1678.42,TED,app_mobile,FP-908384,147.202.xxx.xxx,aprovada,0,,213,ES
TXN-001421,2024-01-04 17:07:43,CUST-00595,MERCH-0005,supermercados,11.99,PIX,internet_banking,FP-509016,38.60.xxx.xxx,aprovada,0,,81,ES
TXN-001422,2024-01-06 09:15:41,CUST-00474,MERCH-0177,utilidades,31.42,cartao_credito,internet_banking,FP-803411,162.126.xxx.xxx,aprovada,0,,203,AP
TXN-001423,2024-02-08 02:44:50,CUST-00558,MERCH-0122,farmacias,321.09,cartao_debito,app_mobile,FP-716369,236.196.xxx.xxx,aprovada,0,0,209,MG
TXN-001424,2024-01-01 22:03:22,CUST-00490,MERCH-0050,e-commerce,123.95,PIX,app_mobile,FP-120668,41.32.xxx.xxx,aprovada,0,,46,MG
TXN-001425,2024-01-14 03:31:21,CUST-00086,MERCH-0091,viagens,83.53,boleto,internet_banking,FP-595893,112.186.xxx.xxx,recusada,0,,119,MG
TXN-001426,2024-02-01 09:01:31,CUST-00560,MERCH-0039,supermercados,677.49,cartao_credito,API,,223.90.xxx.xxx,aprovada,0,,164,RS
TXN-001427,2024-02-18 08:04:53,CUST-00628,MERCH-0125,e-commerce,1156.56,cartao_credito,app_mobile,FP-796452,80.255.xxx.xxx,pendente,0,,137,BA
TXN-001428,2024-01-24 19:47:56,CUST-00533,MERCH-0139,e-commerce,399.14,PIX,API,,80.179.xxx.xxx,aprovada,0,,201,RS
TXN-001429,2024-01-11 13:41:27,CUST-00011,MERCH-0067,e-commerce,464.49,boleto,internet_banking,FP-716847,55.228.xxx.xxx,aprovada,0,,54,ES
TXN-001430,2024-01-29 16:58:40,CUST-00650,MERCH-0191,postos,12.22,TED,API,FP-602804,148.75.xxx.xxx,aprovada,0,,149,RJ
TXN-001431,2024-02-03 11:44:26,CUST-00077,MERCH-0081,e-commerce,324.29,PIX,app_mobile,FP-220904,154.148.xxx.xxx,aprovada,0,1,62,SE
TXN-001432,2024-02-24 17:27:08,CUST-00657,MERCH-0105,farmacias,1484.83,cartao_debito,app_mobile,FP-887558,190.162.xxx.xxx,aprovada,0,,132,SE
TXN-001433,2024-02-21 08:00:21,CUST-00452,MERCH-0168,supermercados,252.24,cartao_debito,caixa_eletronico,FP-356628,29.129.xxx.xxx,recusada,0,,51,RN
TXN-001434,2024-02-01 01:57:48,CUST-00579,MERCH-0021,marketplace,233.96,cartao_debito,internet_banking,FP-640240,117.227.xxx.xxx,aprovada,0,0,350,SP
TXN-001435,2024-02-17 20:15:07,CUST-00383,MERCH-0011,restaurantes,29.04,cartao_credito,caixa_eletronico,,16.165.xxx.xxx,aprovada,0,,129,SP
TXN-001436,2024-02-05 08:55:41,CUST-00564,MERCH-0075,marketplace,300.09,TED,internet_banking,FP-875300,223.240.xxx.xxx,aprovada,1,0,728,RJ
TXN-001437,2024-01-23 23:39:24,CUST-00345,MERCH-0150,marketplace,761.5,cartao_credito,app_mobile,,102.80.xxx.xxx,aprovada,0,,494,ES
TXN-001438,2024-02-17 10:58:36,CUST-00574,MERCH-0122,servicos_digitais,491.2,TED,internet_banking,FP-545564,64.24.xxx.xxx,estornada,0,,112,RJ
TXN-001439,2024-02-25 06:45:28,CUST-00674,MERCH-0012,outros,367.32,cartao_debito,app_mobile,FP-519147,41.13.xxx.xxx,aprovada,0,,376,PB
TXN-001440,2024-02-09 07:09:45,CUST-00152,MERCH-0078,postos,138.66,TED,app_mobile,FP-546017,128.61.xxx.xxx,aprovada,0,,444,AL
TXN-001441,2024-01-31 15:42:27,CUST-00285,MERCH-0130,supermercados,1206.2,cartao_credito,internet_banking,FP-618881,85.161.xxx.xxx,aprovada,0,,74,SC
TXN-001442,2024-02-16 08:00:01,CUST-00634,MERCH-0022,e-commerce,178.11,cartao_debito,API,FP-535586,115.93.xxx.xxx,recusada,1,1,171,MS
TXN-001443,2024-02-16 22:38:55,CUST-00188,MERCH-0040,utilidades,105.3,cartao_debito,app_mobile,FP-860265,147.87.xxx.xxx,aprovada,0,,269,RJ
TXN-001444,2024-02-06 02:46:25,CUST-00542,MERCH-0196,supermercados,1549.44,PIX,internet_banking,FP-564566,42.101.xxx.xxx,aprovada,0,,461,SP
TXN-001445,2024-02-03 23:19:00,CUST-00381,MERCH-0191,supermercados,25.05,TED,app_mobile,FP-563385,124.66.xxx.xxx,aprovada,0,0,551,MG
TXN-001446,2024-02-29 16:42:19,CUST-00546,MERCH-0115,viagens,276.68,cartao_debito,app_mobile,FP-628325,75.184.xxx.xxx,aprovada,0,0,63,SP
TXN-001447,2024-01-30 09:58:59,CUST-00753,MERCH-0030,supermercados,258.2,PIX,app_mobile,FP-760274,98.223.xxx.xxx,aprovada,0,0,117,MT
TXN-001448,2024-01-05 02:04:54,CUST-00047,MERCH-0147,e-commerce,678.57,cartao_credito,app_mobile,,167.196.xxx.xxx,aprovada,0,,224,MG
TXN-001449,2024-01-22 20:54:13,CUST-00042,MERCH-0078,servicos_digitais,166.06,TED,internet_banking,FP-879931,25.248.xxx.xxx,aprovada,0,,816,SP
TXN-001450,2024-01-18 20:41:57,CUST-00659,MERCH-0180,marketplace,954.94,cartao_debito,API,,198.20.xxx.xxx,aprovada,0,,506,SP
TXN-001451,2024-02-22 18:59:21,CUST-00779,MERCH-0148,servicos_digitais,537.32,TED,internet_banking,FP-153403,145.229.xxx.xxx,aprovada,0,0,148,AC
TXN-001452,2024-02-09 10:42:48,CUST-00408,MERCH-0076,outros,700.16,boleto,app_mobile,FP-289407,141.49.xxx.xxx,aprovada,0,,385,MG
TXN-001453,2024-02-05 21:26:44,CUST-00158,MERCH-0152,farmacias,127.94,PIX,API,,198.82.xxx.xxx,aprovada,0,,449,ES
TXN-001454,2024-02-17 09:46:50,CUST-00317,MERCH-0031,marketplace,319.51,PIX,app_mobile,FP-331180,23.172.xxx.xxx,aprovada,0,,273,PE
TXN-001455,2024-01-25 12:18:24,CUST-00789,MERCH-0048,farmacias,646.68,cartao_credito,app_mobile,FP-461760,175.73.xxx.xxx,aprovada,0,,243,SC
TXN-001456,2024-02-25 16:01:05,CUST-00089,MERCH-0153,servicos_digitais,591.52,PIX,app_mobile,FP-241596,6.96.xxx.xxx,aprovada,0,,108,ES
TXN-001457,2024-02-10 11:26:15,CUST-00487,MERCH-0196,e-commerce,413.84,cartao_credito,app_mobile,,44.222.xxx.xxx,pendente,0,,103,MA
TXN-001458,2024-02-24 01:52:22,CUST-00089,MERCH-0093,marketplace,752.37,cartao_credito,app_mobile,FP-703601,171.180.xxx.xxx,aprovada,0,,104,MG
TXN-001459,2024-02-18 20:48:56,CUST-00555,MERCH-0039,restaurantes,504.14,cartao_debito,app_mobile,FP-134203,178.94.xxx.xxx,aprovada,0,,227,SP
TXN-001460,2024-02-15 14:51:30,CUST-00417,MERCH-0110,e-commerce,174.46,PIX,app_mobile,FP-744252,86.63.xxx.xxx,aprovada,0,,211,ES
TXN-001461,2024-02-26 15:48:58,CUST-00302,MERCH-0107,restaurantes,321.66,boleto,app_mobile,FP-618945,41.206.xxx.xxx,aprovada,0,,343,RS
TXN-001462,2024-02-11 00:56:38,CUST-00415,MERCH-0183,utilidades,110.22,cartao_debito,app_mobile,FP-212515,124.230.xxx.xxx,aprovada,0,,174,RJ
TXN-001463,2024-01-20 09:20:51,CUST-00194,MERCH-0139,e-commerce,251.6,TED,API,,109.69.xxx.xxx,recusada,0,,149,PB
TXN-001464,2024-02-29 16:07:28,CUST-00756,MERCH-0062,restaurantes,80.8,TED,app_mobile,FP-198825,93.248.xxx.xxx,aprovada,0,,51,SP
TXN-001465,2024-01-02 04:41:21,CUST-00437,MERCH-0106,supermercados,394.39,cartao_credito,app_mobile,FP-949073,37.159.xxx.xxx,pendente,0,,79,RJ
TXN-001466,2024-01-15 05:10:33,CUST-00564,MERCH-0009,utilidades,203.29,cartao_credito,API,FP-710202,128.9.xxx.xxx,aprovada,0,,141,SP
TXN-001467,2024-02-21 13:15:39,CUST-00433,MERCH-0101,postos,275.42,boleto,app_mobile,FP-271923,30.148.xxx.xxx,aprovada,0,,64,PA
TXN-001468,2024-01-20 04:38:06,CUST-00773,MERCH-0190,supermercados,1832.56,PIX,app_mobile,FP-934762,11.246.xxx.xxx,aprovada,1,0,145,MG
TXN-001469,2024-02-13 13:58:31,CUST-00335,MERCH-0059,restaurantes,315.76,cartao_credito,caixa_eletronico,FP-282569,40.106.xxx.xxx,aprovada,0,,382,RS
TXN-001470,2024-01-11 21:17:24,CUST-00039,MERCH-0126,marketplace,2032.08,cartao_credito,internet_banking,FP-346126,165.43.xxx.xxx,aprovada,0,,138,PE
TXN-001471,2024-02-25 17:29:30,CUST-00487,MERCH-0134,e-commerce,90.89,boleto,caixa_eletronico,FP-476937,251.187.xxx.xxx,aprovada,0,,74,AL
TXN-001472,2024-01-02 07:42:57,CUST-00040,MERCH-0025,utilidades,419.65,cartao_debito,internet_banking,FP-338049,197.185.xxx.xxx,aprovada,0,0,94,RJ
TXN-001473,2024-02-06 09:15:11,CUST-00776,MERCH-0052,restaurantes,197.66,cartao_debito,app_mobile,FP-442754,48.3.xxx.xxx,estornada,0,,36,ES
TXN-001474,2024-02-07 15:29:44,CUST-00080,MERCH-0025,viagens,601.54,PIX,app_mobile,FP-263749,49.53.xxx.xxx,aprovada,0,,207,RS
TXN-001475,2024-02-15 03:47:09,CUST-00325,MERCH-0019,utilidades,52.26,PIX,app_mobile,FP-105955,216.170.xxx.xxx,aprovada,0,,66,MT
TXN-001476,2024-02-05 10:02:57,CUST-00232,MERCH-0167,restaurantes,126.74,PIX,caixa_eletronico,FP-294741,207.192.xxx.xxx,pendente,0,,105,MG
TXN-001477,2024-02-05 13:36:59,CUST-00198,MERCH-0022,utilidades,547.43,TED,app_mobile,FP-234747,183.253.xxx.xxx,aprovada,0,,339,SC
TXN-001478,2024-01-16 20:19:03,CUST-00357,MERCH-0135,postos,1659.44,PIX,internet_banking,FP-520525,209.127.xxx.xxx,aprovada,0,,69,SP
TXN-001479,2024-01-26 13:03:15,CUST-00741,MERCH-0107,e-commerce,133.01,PIX,caixa_eletronico,FP-805476,240.104.xxx.xxx,aprovada,0,,69,PR
TXN-001480,2024-02-09 19:03:34,CUST-00001,MERCH-0190,farmacias,164.52,TED,API,,2.62.xxx.xxx,recusada,0,,183,RN
TXN-001481,2024-01-13 04:57:16,CUST-00107,MERCH-0042,farmacias,1364.47,cartao_debito,API,,82.240.xxx.xxx,aprovada,0,,323,PE
TXN-001482,2024-01-29 05:32:31,CUST-00325,MERCH-0039,utilidades,2122.77,cartao_credito,internet_banking,FP-541603,223.143.xxx.xxx,recusada,0,,275,DF
TXN-001483,2024-01-31 18:54:18,CUST-00485,MERCH-0016,utilidades,261.5,cartao_credito,API,FP-232430,191.37.xxx.xxx,aprovada,0,,41,MS
TXN-001484,2024-02-03 18:12:53,CUST-00612,MERCH-0193,e-commerce,193.65,cartao_credito,internet_banking,FP-440526,49.119.xxx.xxx,aprovada,0,,38,MG
TXN-001485,2024-01-10 07:59:43,CUST-00106,MERCH-0191,viagens,42.69,PIX,API,,27.6.xxx.xxx,pendente,0,,223,RS
TXN-001486,2024-02-01 04:31:10,CUST-00591,MERCH-0179,farmacias,2694.83,TED,app_mobile,FP-391829,164.145.xxx.xxx,aprovada,0,,230,MT
TXN-001487,2024-02-29 02:23:19,CUST-00671,MERCH-0062,farmacias,678.19,TED,internet_banking,FP-836506,124.163.xxx.xxx,aprovada,0,,158,BA
TXN-001488,2024-02-25 13:33:06,CUST-00571,MERCH-0186,viagens,329.54,PIX,app_mobile,FP-134088,154.179.xxx.xxx,recusada,0,,45,AL
TXN-001489,2024-02-08 15:55:15,CUST-00400,MERCH-0074,supermercados,1766.99,TED,app_mobile,FP-199456,24.177.xxx.xxx,aprovada,0,,730,PR
TXN-001490,2024-01-18 05:36:32,CUST-00391,MERCH-0189,viagens,390.95,cartao_debito,API,,129.103.xxx.xxx,aprovada,0,,130,SP
TXN-001491,2024-01-14 13:09:42,CUST-00618,MERCH-0085,utilidades,97.3,PIX,caixa_eletronico,FP-463034,1.109.xxx.xxx,aprovada,0,,79,ES
TXN-001492,2024-01-12 06:35:45,CUST-00472,MERCH-0049,outros,805.26,PIX,app_mobile,FP-615792,60.250.xxx.xxx,aprovada,0,,309,AP
TXN-001493,2024-02-19 08:09:24,CUST-00379,MERCH-0170,farmacias,737.45,cartao_debito,internet_banking,FP-337214,244.1.xxx.xxx,pendente,0,,142,ES
TXN-001494,2024-02-28 22:07:37,CUST-00724,MERCH-0039,marketplace,234.25,PIX,caixa_eletronico,FP-204380,109.36.xxx.xxx,aprovada,0,,101,SP
TXN-001495,2024-01-05 07:20:45,CUST-00784,MERCH-0074,e-commerce,93.81,PIX,API,FP-246207,211.64.xxx.xxx,aprovada,0,,337,ES
TXN-001496,2024-02-16 01:41:33,CUST-00330,MERCH-0027,e-commerce,297.7,cartao_credito,caixa_eletronico,,135.180.xxx.xxx,aprovada,0,,178,ES
TXN-001497,2024-02-11 04:34:34,CUST-00115,MERCH-0153,servicos_digitais,281.92,cartao_credito,app_mobile,FP-211892,160.118.xxx.xxx,aprovada,0,,159,RJ
TXN-001498,2024-01-28 00:30:01,CUST-00654,MERCH-0054,outros,130.2,TED,internet_banking,FP-702787,69.202.xxx.xxx,aprovada,0,,126,AM
TXN-001499,2024-01-02 12:09:08,CUST-00016,MERCH-0053,postos,458.2,PIX,app_mobile,FP-206029,171.63.xxx.xxx,pendente,0,,210,RJ
TXN-001500,2024-02-01 06:20:25,CUST-00530,MERCH-0142,e-commerce,281.93,boleto,internet_banking,FP-640483,125.181.xxx.xxx,aprovada,0,,257,MG
TXN-001501,2024-01-04 05:38:34,CUST-00762,MERCH-0170,farmacias,510.71,PIX,app_mobile,FP-344242,24.51.xxx.xxx,aprovada,0,,178,SP
TXN-001502,2024-01-03 11:33:47,CUST-00226,MERCH-0125,restaurantes,628.38,cartao_debito,internet_banking,FP-589173,3.110.xxx.xxx,aprovada,0,,44,RN
TXN-001503,2024-01-05 22:28:36,CUST-00141,MERCH-0025,utilidades,254.02,PIX,API,FP-826424,77.65.xxx.xxx,aprovada,0,,127,RJ
TXN-001504,2024-02-25 21:05:23,CUST-00138,MERCH-0160,restaurantes,12.18,PIX,internet_banking,FP-954007,116.81.xxx.xxx,aprovada,0,,297,SP
TXN-001505,2024-02-01 03:34:04,CUST-00719,MERCH-0192,e-commerce,2142.53,boleto,app_mobile,FP-442508,244.228.xxx.xxx,aprovada,0,,332,CE
TXN-001506,2024-01-19 00:07:45,CUST-00302,MERCH-0095,e-commerce,1070.63,TED,app_mobile,FP-540220,124.143.xxx.xxx,pendente,0,,147,PR
TXN-001507,2024-02-27 22:32:03,CUST-00754,MERCH-0014,restaurantes,796.43,PIX,API,,147.36.xxx.xxx,aprovada,0,,99,SC
TXN-001508,2024-01-05 18:14:01,CUST-00006,MERCH-0065,e-commerce,118.45,cartao_credito,app_mobile,FP-930403,55.151.xxx.xxx,aprovada,0,,122,RJ
TXN-001509,2024-02-26 09:44:23,CUST-00565,MERCH-0050,restaurantes,63.32,cartao_credito,app_mobile,FP-731702,85.40.xxx.xxx,aprovada,0,,78,ES
TXN-001510,2024-01-06 19:31:35,CUST-00382,MERCH-0006,supermercados,331.14,PIX,internet_banking,FP-991616,19.254.xxx.xxx,aprovada,0,,490,ES
TXN-001511,2024-02-07 14:25:33,CUST-00785,MERCH-0118,utilidades,2254.64,cartao_credito,caixa_eletronico,FP-479816,79.192.xxx.xxx,aprovada,0,,111,PE
TXN-001512,2024-02-19 00:54:46,CUST-00375,MERCH-0018,restaurantes,272.25,cartao_credito,app_mobile,FP-933787,62.227.xxx.xxx,recusada,0,,233,PE
TXN-001513,2024-02-26 03:28:54,CUST-00800,MERCH-0079,farmacias,1903.69,cartao_credito,API,,170.158.xxx.xxx,aprovada,0,,302,RO
TXN-001514,2024-01-16 00:24:01,CUST-00594,MERCH-0123,restaurantes,831.79,PIX,internet_banking,FP-798434,164.244.xxx.xxx,aprovada,0,,138,RJ
TXN-001515,2024-01-27 14:53:58,CUST-00255,MERCH-0138,utilidades,934.41,TED,internet_banking,FP-556358,207.234.xxx.xxx,aprovada,0,,197,SP
TXN-001516,2024-02-28 09:20:10,CUST-00124,MERCH-0157,marketplace,112.96,TED,app_mobile,FP-707514,128.7.xxx.xxx,aprovada,0,,111,MS
TXN-001517,2024-02-06 09:16:21,CUST-00644,MERCH-0107,servicos_digitais,1711.73,TED,caixa_eletronico,FP-997288,72.228.xxx.xxx,aprovada,0,,91,SP
TXN-001518,2024-02-15 10:40:58,CUST-00462,MERCH-0066,outros,461.43,PIX,API,,213.164.xxx.xxx,aprovada,0,,114,RJ
TXN-001519,2024-02-23 08:36:05,CUST-00274,MERCH-0193,marketplace,473.94,TED,app_mobile,FP-968300,87.139.xxx.xxx,aprovada,0,1,374,MT
TXN-001520,2024-02-15 15:31:37,CUST-00482,MERCH-0130,e-commerce,73.46,cartao_debito,internet_banking,FP-852236,143.139.xxx.xxx,pendente,0,,119,ES
TXN-001521,2024-02-22 11:00:16,CUST-00625,MERCH-0045,e-commerce,84.04,cartao_debito,caixa_eletronico,FP-963834,206.146.xxx.xxx,aprovada,0,0,187,SE
TXN-001522,2024-02-11 23:27:12,CUST-00106,MERCH-0126,postos,212.08,cartao_debito,API,FP-167769,151.57.xxx.xxx,aprovada,0,,141,SC
TXN-001523,2024-01-18 01:57:04,CUST-00622,MERCH-0123,postos,109.4,PIX,internet_banking,FP-156068,123.23.xxx.xxx,aprovada,0,,428,MT
TXN-001524,2024-01-21 05:50:27,CUST-00145,MERCH-0045,outros,813.06,cartao_debito,app_mobile,FP-395076,26.1.xxx.xxx,aprovada,0,,630,MG
TXN-001525,2024-01-17 22:43:03,CUST-00121,MERCH-0154,supermercados,93.85,TED,API,,235.182.xxx.xxx,pendente,0,0,20,RJ
TXN-001526,2024-01-06 18:47:06,CUST-00768,MERCH-0040,outros,191.34,cartao_debito,app_mobile,FP-404172,212.96.xxx.xxx,aprovada,0,,458,MG
TXN-001527,2024-02-07 08:53:56,CUST-00308,MERCH-0189,marketplace,498.17,cartao_credito,app_mobile,FP-866540,46.229.xxx.xxx,aprovada,0,,258,ES
TXN-001528,2024-01-16 09:03:37,CUST-00411,MERCH-0038,postos,83.03,boleto,app_mobile,FP-764469,79.125.xxx.xxx,aprovada,0,,123,PR
TXN-001529,2024-01-24 08:37:15,CUST-00604,MERCH-0125,viagens,269.62,cartao_credito,internet_banking,FP-664526,99.42.xxx.xxx,aprovada,1,1,400,RJ
TXN-001530,2024-01-31 10:29:55,CUST-00391,MERCH-0013,marketplace,150.82,cartao_credito,app_mobile,FP-376690,20.4.xxx.xxx,aprovada,0,0,49,MG
TXN-001531,2024-01-06 11:01:23,CUST-00468,MERCH-0057,outros,261.53,PIX,app_mobile,FP-182782,150.107.xxx.xxx,recusada,0,,152,SP
TXN-001532,2024-01-22 20:51:57,CUST-00454,MERCH-0119,outros,377.97,PIX,app_mobile,FP-572919,93.212.xxx.xxx,aprovada,0,,91,SP
TXN-001533,2024-02-13 05:38:07,CUST-00718,MERCH-0002,marketplace,220.01,PIX,caixa_eletronico,FP-403483,145.87.xxx.xxx,aprovada,0,,179,PR
TXN-001534,2024-01-26 08:21:13,CUST-00164,MERCH-0152,e-commerce,263.73,PIX,app_mobile,FP-279380,235.160.xxx.xxx,aprovada,0,,157,MG
TXN-001535,2024-02-15 17:25:05,CUST-00284,MERCH-0081,e-commerce,1015.11,cartao_credito,internet_banking,FP-842110,29.167.xxx.xxx,aprovada,0,,139,ES
TXN-001536,2024-01-27 14:32:11,CUST-00196,MERCH-0084,servicos_digitais,231.41,boleto,internet_banking,FP-448428,97.76.xxx.xxx,aprovada,0,,71,MA
TXN-001537,2024-01-06 12:34:40,CUST-00268,MERCH-0187,postos,481.34,cartao_credito,internet_banking,FP-370378,226.54.xxx.xxx,aprovada,0,,263,SP
TXN-001538,2024-01-10 10:20:46,CUST-00572,MERCH-0085,postos,2056.89,TED,internet_banking,FP-683698,44.205.xxx.xxx,aprovada,0,,305,RO
TXN-001539,2024-01-29 03:01:53,CUST-00752,MERCH-0192,e-commerce,2726.25,PIX,API,,138.31.xxx.xxx,aprovada,0,0,47,SP
TXN-001540,2024-02-10 07:08:19,CUST-00674,MERCH-0012,outros,64.45,cartao_credito,app_mobile,FP-530944,186.59.xxx.xxx,aprovada,0,,38,SE
TXN-001541,2024-01-22 08:33:04,CUST-00272,MERCH-0120,farmacias,2209.58,cartao_debito,app_mobile,FP-816356,13.160.xxx.xxx,aprovada,0,,134,MG
TXN-001542,2024-02-03 18:34:48,CUST-00469,MERCH-0130,servicos_digitais,200.3,PIX,internet_banking,FP-578731,112.52.xxx.xxx,aprovada,0,,124,BA
TXN-001543,2024-01-09 23:10:01,CUST-00705,MERCH-0031,restaurantes,282.25,PIX,caixa_eletronico,,163.77.xxx.xxx,aprovada,1,,212,MG
TXN-001544,2024-02-11 01:15:10,CUST-00201,MERCH-0198,outros,274.79,cartao_debito,API,,207.137.xxx.xxx,aprovada,0,,84,TO
TXN-001545,2024-02-22 09:07:29,CUST-00547,MERCH-0137,e-commerce,141.77,PIX,caixa_eletronico,FP-115264,221.19.xxx.xxx,aprovada,0,,313,RS
TXN-001546,2024-01-07 01:05:47,CUST-00469,MERCH-0032,marketplace,18.07,TED,app_mobile,FP-889868,20.223.xxx.xxx,aprovada,0,,163,PI
TXN-001547,2024-01-19 17:24:06,CUST-00765,MERCH-0016,postos,148.43,boleto,app_mobile,FP-389310,93.23.xxx.xxx,aprovada,0,,174,ES
TXN-001548,2024-02-24 06:54:46,CUST-00450,MERCH-0138,servicos_digitais,959.8,cartao_debito,app_mobile,FP-401473,229.60.xxx.xxx,pendente,0,,106,RN
TXN-001549,2024-01-28 21:12:56,CUST-00528,MERCH-0007,outros,2390.27,boleto,app_mobile,FP-164988,58.160.xxx.xxx,aprovada,0,0,351,ES
TXN-001550,2024-01-24 18:50:08,CUST-00579,MERCH-0148,supermercados,227.93,cartao_debito,app_mobile,FP-546119,68.188.xxx.xxx,aprovada,0,,76,SP
TXN-001551,2024-01-12 11:35:07,CUST-00052,MERCH-0139,utilidades,874.63,cartao_debito,API,,73.92.xxx.xxx,aprovada,0,,149,RJ
TXN-001552,2024-01-16 21:40:24,CUST-00456,MERCH-0015,postos,160.55,PIX,app_mobile,FP-365176,120.41.xxx.xxx,aprovada,0,,52,MG
TXN-001553,2024-01-12 16:28:05,CUST-00214,MERCH-0183,utilidades,511.52,cartao_debito,app_mobile,,67.21.xxx.xxx,pendente,0,,115,MT
TXN-001554,2024-01-21 23:56:39,CUST-00218,MERCH-0147,servicos_digitais,807.8,PIX,app_mobile,FP-569839,58.238.xxx.xxx,pendente,0,,198,RJ
TXN-001555,2024-02-28 12:27:48,CUST-00209,MERCH-0032,e-commerce,211.1,boleto,app_mobile,FP-986380,77.44.xxx.xxx,aprovada,1,,354,CE
TXN-001556,2024-02-26 04:14:29,CUST-00399,MERCH-0079,marketplace,1543.85,PIX,app_mobile,FP-826646,249.143.xxx.xxx,pendente,0,,36,MT
TXN-001557,2024-01-11 13:40:08,CUST-00328,MERCH-0106,utilidades,293.98,TED,app_mobile,FP-806518,195.23.xxx.xxx,recusada,0,1,254,RJ
TXN-001558,2024-02-20 07:22:07,CUST-00709,MERCH-0007,supermercados,282.79,cartao_credito,app_mobile,FP-261019,127.8.xxx.xxx,aprovada,0,,415,TO
TXN-001559,2024-02-15 08:53:33,CUST-00311,MERCH-0110,e-commerce,58.32,cartao_debito,app_mobile,FP-474261,53.248.xxx.xxx,aprovada,0,,162,AL
TXN-001560,2024-02-26 09:20:11,CUST-00624,MERCH-0178,supermercados,405.58,PIX,internet_banking,FP-103335,145.211.xxx.xxx,pendente,0,,41,PR
TXN-001561,2024-02-11 03:06:06,CUST-00070,MERCH-0175,supermercados,59.1,cartao_debito,app_mobile,FP-267383,125.24.xxx.xxx,pendente,0,,105,MG
TXN-001562,2024-02-11 00:00:23,CUST-00024,MERCH-0157,supermercados,31.73,PIX,app_mobile,FP-733868,114.4.xxx.xxx,aprovada,0,0,45,RJ
TXN-001563,2024-02-23 00:25:53,CUST-00633,MERCH-0147,utilidades,84.42,TED,internet_banking,FP-384925,230.126.xxx.xxx,aprovada,0,,85,AC
TXN-001564,2024-01-14 03:43:55,CUST-00754,MERCH-0192,postos,765.5,PIX,app_mobile,FP-435729,237.243.xxx.xxx,aprovada,0,,147,PR
TXN-001565,2024-01-21 13:10:26,CUST-00720,MERCH-0113,farmacias,1689.92,PIX,API,,225.254.xxx.xxx,aprovada,0,,102,MT
TXN-001566,2024-01-23 19:26:16,CUST-00101,MERCH-0123,restaurantes,143.37,TED,internet_banking,FP-244205,70.246.xxx.xxx,aprovada,0,,92,RJ
TXN-001567,2024-01-16 10:36:47,CUST-00558,MERCH-0035,farmacias,545.48,cartao_credito,app_mobile,FP-114715,236.225.xxx.xxx,aprovada,0,,255,SP
TXN-001568,2024-01-29 13:46:28,CUST-00460,MERCH-0110,farmacias,386.92,TED,app_mobile,FP-460293,170.153.xxx.xxx,aprovada,0,,126,ES
TXN-001569,2024-02-28 22:38:56,CUST-00587,MERCH-0111,e-commerce,574.02,cartao_debito,app_mobile,FP-911090,67.53.xxx.xxx,aprovada,0,,188,RJ
TXN-001570,2024-01-22 05:26:51,CUST-00539,MERCH-0100,outros,1925.82,cartao_debito,caixa_eletronico,FP-365168,109.215.xxx.xxx,aprovada,0,,57,SP
TXN-001571,2024-02-18 06:38:51,CUST-00382,MERCH-0181,marketplace,114.53,cartao_debito,internet_banking,FP-268748,106.74.xxx.xxx,aprovada,0,0,63,ES
TXN-001572,2024-02-07 21:36:25,CUST-00293,MERCH-0022,restaurantes,26.79,PIX,caixa_eletronico,FP-550562,101.182.xxx.xxx,aprovada,0,,103,PI
TXN-001573,2024-02-20 09:11:18,CUST-00486,MERCH-0195,utilidades,633.38,cartao_credito,app_mobile,FP-962198,2.161.xxx.xxx,aprovada,0,,638,ES
TXN-001574,2024-02-18 10:55:43,CUST-00058,MERCH-0103,servicos_digitais,1231.81,PIX,app_mobile,FP-885890,115.30.xxx.xxx,aprovada,0,,57,AM
TXN-001575,2024-01-04 06:07:08,CUST-00367,MERCH-0148,outros,758.42,TED,app_mobile,FP-534002,87.71.xxx.xxx,aprovada,0,,204,SP
TXN-001576,2024-02-09 22:16:55,CUST-00084,MERCH-0141,e-commerce,639.94,cartao_debito,internet_banking,FP-476596,154.252.xxx.xxx,aprovada,0,,104,BA
TXN-001577,2024-02-01 08:59:18,CUST-00353,MERCH-0187,e-commerce,846.85,cartao_credito,internet_banking,FP-358052,161.68.xxx.xxx,aprovada,0,,195,PE
TXN-001578,2024-01-15 02:59:32,CUST-00234,MERCH-0188,restaurantes,1940.21,TED,internet_banking,FP-409261,220.241.xxx.xxx,aprovada,0,,131,ES
TXN-001579,2024-02-19 12:14:00,CUST-00757,MERCH-0169,marketplace,685.23,cartao_credito,app_mobile,,153.226.xxx.xxx,recusada,0,,171,GO
TXN-001580,2024-01-26 05:04:58,CUST-00389,MERCH-0199,e-commerce,154.98,PIX,app_mobile,FP-903738,47.145.xxx.xxx,aprovada,0,,134,MG
TXN-001581,2024-02-05 02:43:49,CUST-00091,MERCH-0030,servicos_digitais,87.18,cartao_credito,internet_banking,FP-333784,74.104.xxx.xxx,aprovada,0,,255,ES
TXN-001582,2024-02-10 05:37:52,CUST-00021,MERCH-0062,utilidades,110.01,PIX,API,,192.137.xxx.xxx,aprovada,0,,50,RS
