customer_id,age,customer_since,credit_limit,avg_monthly_spend,risk_score,region,account_tier,is_active
CUST-00336,67,2018-11-13,2767.95,974.59,67.9,Sul,Standard,1
CUST-00337,29,2016-02-29,3191.48,524.01,50.2,Sul,Standard,1
CUST-00338,35,2019-06-17,48893.44,15959.94,3.9,Sudeste,Business,1
CUST-00339,62,2017-10-11,12542.49,7121.07,52.6,Centro-Oeste,Premium,1
CUST-00340,61,2022-06-07,36878.24,21358.52,11.4,Nordeste,Business,1
CUST-00341,48,2017-05-20,3001.47,926.67,76.1,Sudeste,Standard,1
CUST-00342,19,2019-08-25,3010.76,602.01,18.5,Centro-Oeste,Standard,1
CUST-00343,20,2019-11-24,5229.76,2792.78,18.7,Sudeste,Premium,1
CUST-00344,68,2016-02-11,2993.48,1686.05,40.5,Nordeste,Standard,1
CUST-00345,67,2018-12-14,14937.84,6756.6,21.4,Sudeste,Premium,1
CUST-00346,30,2020-08-15,3950.36,542.13,60.0,Norte,Standard,1
CUST-00347,27,2023-06-22,1967.89,246.83,55.4,Sudeste,Standard,1
CUST-00348,32,2021-11-09,3358.77,603.52,61.3,Sudeste,Standard,1
CUST-00349,36,2021-06-21,35685.52,12041.31,11.9,Nordeste,Business,1
CUST-00350,33,2016-09-19,11453.58,6636.76,46.9,Sul,Premium,1
CUST-00351,52,2020-09-30,2550.6,1237.67,51.6,Sudeste,Standard,1
CUST-00352,23,2022-11-04,3868.83,1427.55,83.9,Sudeste,Standard,1
CUST-00353,67,2019-01-15,15277.01,7232.83,8.4,Nordeste,Premium,1
CUST-00354,68,2021-02-04,2724.89,582.64,28.6,Norte,Standard,1
CUST-00355,52,2023-11-08,11420.19,5458.63,17.2,Nordeste,Premium,1
CUST-00356,46,2019-08-23,2982.17,1004.97,58.3,Sudeste,Standard,1
CUST-00357,27,2020-07-30,14970.03,7447.72,46.9,Sudeste,Premium,1
CUST-00358,25,2023-06-14,2789.96,1028.31,73.1,Sudeste,Standard,1
CUST-00359,28,2021-11-09,3504.25,690.91,13.2,Sul,Standard,1
CUST-00360,47,2016-09-09,1871.96,250.25,22.3,Nordeste,Standard,1
CUST-00361,24,2020-09-21,14801.42,3831.98,18.6,Sudeste,Premium,1
CUST-00362,41,2020-05-16,18823.98,4830.37,21.5,Nordeste,Business,1
CUST-00363,61,2020-03-14,9554.18,2669.16,13.9,Sudeste,Premium,1
CUST-00364,72,2022-05-08,6357.18,2967.36,21.8,Sul,Premium,1
CUST-00365,70,2017-05-24,3307.6,682.62,9.5,Sudeste,Standard,1
CUST-00366,55,2020-08-28,2503.37,363.68,57.2,Sudeste,Standard,1
CUST-00367,27,2018-07-01,14015.74,6737.87,8.8,Sudeste,Business,1
CUST-00368,68,2019-11-14,3753.71,2029.92,35.7,Sudeste,Standard,1
CUST-00369,65,2020-12-19,2710.48,781.51,58.5,Nordeste,Standard,1
CUST-00370,70,2020-01-19,2446.33,983.68,71.9,Sudeste,Standard,1
CUST-00371,29,2022-02-26,3151.91,501.67,22.4,Sudeste,Standard,1
CUST-00372,28,2016-08-29,4269.35,519.03,52.5,Norte,Premium,1
CUST-00373,21,2022-01-20,1540.11,891.91,92.6,Sudeste,Standard,1
CUST-00374,23,2021-06-28,3978.33,2123.04,24.1,Sudeste,Standard,1
CUST-00375,60,2018-03-11,3172.56,860.83,64.3,Nordeste,Standard,1
CUST-00376,50,2016-03-30,1448.68,214.62,85.7,Sudeste,Standard,1
CUST-00377,48,2016-07-11,2810.42,1443.88,71.0,Centro-Oeste,Standard,0
CUST-00378,51,2019-02-09,3406.9,1685.66,29.2,Sudeste,Standard,1
CUST-00379,26,2021-01-24,1697.54,898.89,42.0,Sudeste,Standard,1
CUST-00380,54,2018-01-22,1021.58,436.49,68.6,Sudeste,Standard,1
CUST-00381,72,2017-11-28,2096.93,498.61,65.5,Sudeste,Standard,1
CUST-00382,53,2018-06-30,1919.96,522.57,37.3,Sudeste,Standard,1
CUST-00383,62,2022-02-08,2525.03,1244.94,74.3,Sudeste,Standard,1
CUST-00384,48,2017-03-10,1192.24,251.43,36.8,Sudeste,Standard,1
CUST-00385,67,2021-12-15,9267.66,1861.44,78.8,Sudeste,Premium,1
CUST-00386,28,2016-05-12,1717.77,172.02,15.5,Sudeste,Standard,1
CUST-00387,51,2023-10-01,4823.41,699.79,6.3,Centro-Oeste,Premium,1
CUST-00388,35,2021-05-20,6334.3,3577.97,43.8,Nordeste,Premium,1
CUST-00389,36,2020-02-09,42610.33,24643.88,23.0,Sudeste,Business,1
CUST-00390,54,2018-07-01,13089.68,7600.12,25.2,Norte,Premium,1
CUST-00391,22,2019-08-18,15930.38,6984.78,17.0,Sudeste,Premium,0
CUST-00392,71,2020-12-19,1279.03,558.74,55.7,Sudeste,Standard,1
CUST-00393,49,2021-09-06,1726.17,401.68,67.3,Sudeste,Standard,0
CUST-00394,72,2017-11-06,44300.4,12652.12,4.0,Sudeste,Business,1
CUST-00395,29,2018-03-10,1666.28,647.07,16.8,Sudeste,Standard,1
CUST-00396,61,2021-12-17,1361.1,488.77,84.3,Sul,Standard,1
CUST-00397,34,2021-04-05,3875.58,1052.41,33.8,Centro-Oeste,Standard,1
CUST-00398,46,2021-11-26,3937.82,1744.48,50.9,Sul,Standard,1
CUST-00399,69,2022-03-30,1029.23,319.84,20.0,Centro-Oeste,Standard,1
CUST-00400,34,2017-08-13,4572.51,683.53,15.8,Sul,Premium,1
CUST-00401,65,2020-03-02,2080.92,788.14,34.5,Sudeste,Standard,1
CUST-00402,52,2021-12-18,23172.83,6083.91,10.1,Norte,Business,1
CUST-00403,47,2016-11-01,45059.66,18938.14,42.6,Sudeste,Business,1
CUST-00404,23,2022-02-07,1940.45,827.61,68.2,Sudeste,Standard,1
CUST-00405,65,2017-05-03,2350.87,431.76,21.4,Nordeste,Standard,1
CUST-00406,24,2023-03-16,30244.47,3838.41,26.2,Nordeste,Business,1
CUST-00407,23,2016-07-29,27119.23,5821.9,26.7,Sudeste,Business,1
CUST-00408,20,2016-06-24,3745.82,1993.23,73.0,Sudeste,Standard,1
CUST-00409,47,2016-11-04,14527.52,4612.32,32.1,Sudeste,Premium,1
CUST-00410,23,2018-12-19,2236.61,397.8,11.0,Sudeste,Standard,1
CUST-00411,66,2018-07-27,3297.61,1645.45,52.9,Sul,Standard,1
CUST-00412,33,2022-02-02,11751.89,6042.98,33.9,Sudeste,Premium,1
CUST-00413,57,2016-02-20,7416.12,3496.43,50.3,Nordeste,Premium,1
CUST-00414,58,2018-10-24,7265.61,2988.9,8.8,Nordeste,Premium,1
CUST-00415,63,2019-01-02,6793.73,1191.23,33.2,Sudeste,Premium,1
CUST-00416,47,2016-02-08,7962.98,4154.87,88.6,Norte,Premium,1
CUST-00417,30,2021-02-11,13939.02,2243.91,58.0,Sudeste,Premium,1
CUST-00418,20,2021-09-08,3312.99,1194.56,70.4,Norte,Standard,1
CUST-00419,51,2022-07-20,2915.56,581.25,87.3,Sudeste,Standard,1
CUST-00420,28,2020-10-28,2187.42,484.61,80.9,Nordeste,Standard,1
CUST-00421,61,2016-12-25,3908.96,1875.44,35.3,Nordeste,Standard,1
CUST-00422,38,2017-08-28,13080.37,6576.32,39.7,Centro-Oeste,Premium,1
CUST-00423,20,2018-06-24,10708.3,3976.71,22.4,Centro-Oeste,Premium,1
CUST-00424,71,2017-03-16,33294.51,4476.06,5.5,Centro-Oeste,Business,0
CUST-00425,58,2018-03-31,1556.6,170.23,84.6,Sudeste,Standard,1
CUST-00426,42,2021-10-16,2492.65,936.57,48.3,Sudeste,Standard,1
CUST-00427,71,2022-06-19,1093.82,167.93,58.9,Sudeste,Standard,0
CUST-00428,32,2017-02-15,4157.03,2330.09,36.5,Centro-Oeste,Premium,1
CUST-00429,44,2019-10-13,4699.6,1919.63,17.3,Norte,Premium,1
CUST-00430,51,2022-10-31,1693.05,495.5,27.1,Sudeste,Standard,1
CUST-00431,65,2022-09-26,10918.76,4774.19,41.8,Sudeste,Premium,1
CUST-00432,50,2020-02-19,10406.81,4162.29,62.4,Sudeste,Premium,1
CUST-00433,33,2017-08-09,2125.19,797.2,67.4,Norte,Standard,0
CUST-00434,36,2017-03-28,1405.26,766.09,10.4,Sudeste,Standard,1
CUST-00435,70,2020-10-28,31672.68,12204.56,33.3,Nordeste,Business,1
CUST-00436,55,2021-02-12,3433.22,501.09,30.5,Sudeste,Standard,1
CUST-00437,70,2016-03-09,13834.18,2043.06,77.0,Sudeste,Premium,1
CUST-00438,67,2020-03-03,3451.43,1063.94,85.8,Sudeste,Standard,0
CUST-00439,67,2016-10-30,1914.35,230.85,52.2,Norte,Standard,1
CUST-00440,43,2018-12-03,10903.06,1581.4,29.5,Sudeste,Premium,1
CUST-00441,34,2022-12-19,2303.47,1034.11,81.4,Sudeste,Standard,1
CUST-00442,65,2018-01-15,1214.93,593.35,71.4,Sudeste,Standard,1
CUST-00443,38,2020-01-21,1072.62,270.74,79.4,Sul,Standard,1
CUST-00444,70,2020-09-10,3081.39,479.58,65.8,Nordeste,Standard,1
CUST-00445,34,2017-10-07,3189.77,544.41,87.8,Centro-Oeste,Standard,1
CUST-00446,57,2020-11-16,2964.27,308.78,21.9,Sul,Standard,0
CUST-00447,59,2019-08-02,2142.1,1260.21,39.6,Sudeste,Standard,1
CUST-00448,19,2023-06-23,2588.25,690.51,52.9,Sudeste,Standard,1
CUST-00449,50,2020-10-29,11509.51,6207.52,49.3,Nordeste,Premium,1
CUST-00450,60,2022-05-19,2146.62,1245.69,72.5,Nordeste,Standard,1
CUST-00451,56,2020-03-24,1395.32,594.74,72.7,Sudeste,Standard,1
CUST-00452,26,2019-02-05,49091.63,8472.05,38.3,Nordeste,Business,1
CUST-00453,27,2023-08-04,14561.58,4470.7,23.2,Sul,Premium,1
CUST-00454,35,2022-03-20,5281.26,1015.97,35.6,Sudeste,Premium,1
CUST-00455,32,2021-05-01,8311.14,3690.73,24.4,Sudeste,Premium,1
CUST-00456,72,2019-07-29,1412.54,277.75,61.1,Sudeste,Standard,1
CUST-00457,30,2021-08-17,3781.31,2241.61,55.5,Norte,Standard,1
CUST-00458,42,2020-05-30,3817.42,1473.4,78.5,Sul,Standard,1
CUST-00459,33,2018-02-07,3951.49,472.7,46.9,Sudeste,Standard,1
CUST-00460,28,2019-03-08,3757.1,1671.82,58.6,Sudeste,Standard,1
CUST-00461,52,2022-05-27,1970.38,221.58,20.6,Nordeste,Standard,1
CUST-00462,59,2022-01-30,5482.53,861.21,29.2,Sudeste,Premium,1
CUST-00463,50,2017-01-20,26700.45,7751.23,22.2,Sul,Business,1
CUST-00464,63,2023-05-06,1928.55,934.03,73.9,Nordeste,Standard,1
CUST-00465,34,2023-10-13,3566.23,1325.75,9.1,Sudeste,Standard,1
CUST-00466,23,2017-03-06,6936.56,2591.99,29.7,Norte,Premium,1
CUST-00467,59,2020-01-03,3561.49,1543.9,35.3,Sudeste,Standard,1
CUST-00468,68,2017-08-13,2366.01,921.52,44.9,Sudeste,Standard,1
CUST-00469,36,2018-08-22,3083.86,731.52,39.8,Nordeste,Standard,1
CUST-00470,58,2017-12-27,30637.36,13613.01,36.5,Sudeste,Business,1
CUST-00471,40,2022-06-19,9956.76,4625.83,13.1,Nordeste,Premium,1
CUST-00472,30,2023-11-26,2394.66,1193.42,58.1,Norte,Standard,1
CUST-00473,69,2016-10-08,2921.85,1300.25,46.7,Sudeste,Standard,1
CUST-00474,39,2020-02-03,2706.76,1570.07,72.7,Norte,Standard,1
CUST-00475,27,2016-11-19,3595.67,1970.3,46.6,Sudeste,Standard,1
CUST-00476,19,2021-08-01,1995.16,1113.49,35.0,Sudeste,Standard,1
CUST-00477,56,2019-07-21,1350.53,663.34,27.2,Nordeste,Standard,1
CUST-00478,41,2018-11-07,7631.54,2766.82,11.5,Nordeste,Premium,1
CUST-00479,50,2023-08-22,14859.47,2630.7,17.8,Centro-Oeste,Premium,1
CUST-00480,67,2022-10-26,15256.29,6687.73,3.9,Sudeste,Premium,1
CUST-00481,18,2020-06-07,38264.46,15196.49,2.3,Sudeste,Business,1
CUST-00482,37,2023-09-01,1936.43,1057.42,53.0,Sudeste,Standard,1
CUST-00483,27,2022-02-25,1045.77,430.31,59.6,Nordeste,Standard,1
CUST-00484,36,2017-06-25,1213.73,493.54,67.1,Sudeste,Standard,1
CUST-00485,21,2022-12-15,1536.95,611.8,43.3,Centro-Oeste,Standard,1
CUST-00486,63,2016-05-25,4942.55,2774.71,38.2,Sudeste,Premium,1
CUST-00487,24,2018-10-23,2933.26,1417.49,72.4,Nordeste,Standard,1
CUST-00488,29,2016-01-28,24887.3,13200.12,9.1,Nordeste,Business,1
CUST-00489,72,2022-01-02,2045.85,792.44,47.2,Centro-Oeste,Standard,1
CUST-00490,55,2019-04-14,1731.07,310.74,67.5,Sudeste,Standard,1
CUST-00491,54,2020-01-31,1708.46,736.87,16.8,Sudeste,Standard,1
CUST-00492,53,2022-10-29,6114.09,3533.59,10.8,Sudeste,Premium,1
CUST-00493,49,2016-09-08,5086.4,2586.52,74.9,Sudeste,Premium,1
CUST-00494,30,2021-08-12,7799.17,3003.76,66.3,Sudeste,Premium,1
CUST-00495,40,2022-12-02,2834.47,1006.84,92.8,Sul,Standard,0
CUST-00496,53,2019-11-22,1846.63,213.46,38.8,Sudeste,Standard,1
CUST-00497,31,2016-06-28,1417.21,535.3,91.5,Nordeste,Standard,1
CUST-00498,60,2019-01-09,17591.59,2966.12,17.1,Sudeste,Business,1
CUST-00499,57,2021-11-26,2272.37,1158.99,47.6,Sudeste,Standard,1
CUST-00500,63,2018-04-17,3779.69,1467.19,44.4,Nordeste,Standard,1
CUST-00501,51,2020-10-14,1234.7,672.86,12.4,Norte,Standard,1
CUST-00502,69,2017-06-02,1158.32,314.8,66.7,Sudeste,Standard,1
CUST-00503,69,2020-08-13,1105.98,620.93,61.9,Sudeste,Standard,1
CUST-00504,21,2016-07-23,42833.59,17654.23,17.4,Sul,Business,1
CUST-00505,26,2017-01-05,3573.58,382.74,19.6,Sudeste,Standard,1
CUST-00506,34,2016-01-23,1542.43,560.97,5.6,Sudeste,Standard,1
CUST-00507,42,2021-04-02,12711.99,2334.45,43.8,Norte,Premium,1
CUST-00508,48,2020-07-16,3844.76,2157.79,39.5,Sudeste,Standard,1
CUST-00509,36,2018-11-20,1947.07,710.93,28.8,Sudeste,Standard,1
CUST-00510,35,2020-12-04,7064.13,2769.76,16.8,Sudeste,Premium,1
CUST-00511,51,2020-02-19,15918.58,4085.26,0.6,Sudeste,Premium,1
CUST-00512,64,2020-09-28,1102.13,451.54,13.5,Sul,Standard,1
CUST-00513,56,2022-06-18,3291.57,1395.47,33.2,Norte,Standard,1
CUST-00514,35,2019-02-18,12010.95,5826.03,6.7,Norte,Premium,1
CUST-00515,21,2021-01-09,22424.93,7182.42,23.2,Nordeste,Business,1
CUST-00516,31,2017-01-13,14951.31,6843.22,19.1,Nordeste,Premium,1
CUST-00517,49,2022-04-02,4010.41,476.91,40.1,Sudeste,Premium,0
CUST-00518,63,2018-06-02,2211.74,1025.99,23.7,Nordeste,Standard,1
CUST-00519,40,2020-03-07,8807.38,3665.07,85.8,Sul,Premium,1
CUST-00520,47,2020-09-01,6119.42,732.28,35.8,Sul,Premium,1
CUST-00521,40,2018-06-19,2898.37,1355.46,16.9,Sudeste,Standard,1
CUST-00522,52,2016-09-14,2601.82,1345.47,73.9,Sudeste,Standard,1
CUST-00523,61,2017-11-26,2738.04,1539.9,9.5,Sul,Standard,0
CUST-00524,62,2016-08-23,1516.75,189.56,40.9,Sudeste,Standard,1
CUST-00525,24,2022-08-22,3397.53,714.45,49.3,Sudeste,Standard,1
CUST-00526,61,2017-06-17,1964.77,1144.18,41.6,Nordeste,Standard,1
CUST-00527,28,2019-01-01,2745.96,457.71,74.3,Sul,Standard,1
CUST-00528,18,2021-11-28,39002.8,15478.86,5.8,Sudeste,Business,1
CUST-00529,27,2016-09-29,2351.26,516.4,24.6,Sudeste,Standard,1
CUST-00530,70,2020-07-17,1013.71,220.81,53.3,Sudeste,Standard,1
CUST-00531,32,2018-09-18,11911.93,2837.58,4.7,Sul,Premium,1
CUST-00532,29,2022-02-16,4517.39,1908.28,16.3,Sudeste,Premium,1
CUST-00533,20,2022-10-01,15098.34,2837.64,44.3,Sul,Premium,1
CUST-00534,55,2017-06-02,1596.25,699.84,50.0,Sudeste,Standard,1
CUST-00535,42,2021-06-12,2755.28,350.39,40.0,Centro-Oeste,Standard,1
CUST-00536,30,2016-10-31,1809.08,484.74,19.4,Sudeste,Standard,1
CUST-00537,66,2020-01-25,1885.48,336.36,65.9,Sudeste,Standard,1
CUST-00538,31,2017-04-14,2388.29,256.15,61.6,Nordeste,Standard,1
CUST-00539,27,2017-06-27,9013.26,1100.63,56.9,Sudeste,Premium,1
CUST-00540,69,2016-02-09,9429.3,2076.86,83.6,Sul,Premium,1
CUST-00541,36,2021-03-28,5088.75,1729.62,9.9,Sudeste,Premium,0
CUST-00542,47,2018-09-20,14490.39,4385.95,51.4,Sudeste,Premium,1
CUST-00543,22,2019-08-09,7994.87,930.26,33.0,Sudeste,Premium,1
CUST-00544,68,2016-03-29,3642.54,1704.27,11.3,Nordeste,Standard,1
CUST-00545,57,2023-06-18,1525.8,578.88,32.4,Nordeste,Standard,1
CUST-00546,48,2017-05-31,12434.12,5925.94,52.5,Sudeste,Premium,1
CUST-00547,21,2023-03-18,2357.23,826.74,69.8,Sul,Standard,1
CUST-00548,41,2016-05-15,42829.85,24431.77,4.1,Centro-Oeste,Business,1
CUST-00549,24,2022-01-27,3091.25,1076.26,80.0,Sudeste,Standard,1
CUST-00550,36,2021-10-19,3615.38,781.52,36.5,Sudeste,Standard,1
CUST-00551,71,2017-10-08,1912.25,317.39,75.6,Sudeste,Standard,1
CUST-00552,28,2017-12-01,3919.62,2036.89,81.1,Norte,Standard,1
CUST-00553,26,2018-12-23,1553.49,592.26,17.5,Sudeste,Standard,1
CUST-00554,37,2022-07-23,27671.09,9676.81,4.0,Norte,Business,1
CUST-00555,50,2020-03-16,7546.68,4135.5,47.8,Sudeste,Premium,1
CUST-00556,64,2018-12-18,1336.95,453.88,10.8,Centro-Oeste,Standard,1
CUST-00557,56,2016-09-23,2579.3,1265.51,14.1,Sul,Standard,1
CUST-00558,49,2020-05-10,10138.67,1297.99,41.1,Sudeste,Premium,1
CUST-00559,18,2020-09-23,1924.26,621.13,25.9,Sudeste,Standard,1
CUST-00560,28,2019-03-02,8970.33,4644.44,56.1,Sul,Premium,1
CUST-00561,39,2023-03-07,34650.46,9975.39,0.1,Nordeste,Business,1
CUST-00562,54,2022-05-21,3496.85,855.79,61.3,Sudeste,Standard,1
CUST-00563,32,2023-08-15,5848.29,1462.57,27.0,Sudeste,Premium,1
CUST-00564,29,2018-05-28,36679.47,4189.58,26.8,Sudeste,Business,1
CUST-00565,48,2017-07-30,1773.73,785.69,88.3,Sudeste,Standard,1
CUST-00566,47,2016-02-23,1489.93,352.12,53.9,Sudeste,Standard,1
CUST-00567,50,2021-09-30,6198.97,912.83,38.7,Sudeste,Premium,1
CUST-00568,37,2020-11-16,12260.16,1813.48,29.4,Sudeste,Premium,1
CUST-00569,28,2022-10-09,2510.15,1294.7,58.0,Sul,Standard,1
CUST-00570,62,2022-08-23,3748.09,593.26,66.6,Sul,Standard,1
CUST-00571,39,2021-12-27,4345.11,2204.22,20.3,Nordeste,Premium,1
CUST-00572,62,2022-09-01,3324.08,1591.13,7.1,Norte,Standard,1
CUST-00573,34,2023-06-08,3002.76,1433.14,82.1,Nordeste,Standard,1
CUST-00574,23,2022-04-15,15302.14,8789.48,35.7,Sudeste,Premium,1
CUST-00575,54,2023-02-26,2734.4,292.56,45.0,Sudeste,Standard,1
CUST-00576,24,2021-07-09,44423.63,14986.66,34.4,Nordeste,Business,1
CUST-00577,42,2019-03-01,1682.66,263.21,13.3,Sudeste,Standard,0
CUST-00578,38,2018-05-20,1850.83,740.69,41.9,Centro-Oeste,Standard,1
CUST-00579,30,2023-02-20,13629.24,7762.41,73.8,Sudeste,Premium,1
CUST-00580,51,2016-07-14,5430.61,1615.09,45.1,Nordeste,Premium,1
CUST-00581,43,2022-07-18,2274.11,794.93,61.3,Sudeste,Standard,1
CUST-00582,40,2018-08-02,15401.67,9144.92,49.7,Nordeste,Premium,1
CUST-00583,32,2016-11-15,13614.63,6383.89,30.8,Nordeste,Business,1
CUST-00584,38,2022-03-17,2869.7,1377.7,60.0,Centro-Oeste,Standard,1
CUST-00585,50,2020-12-26,3428.44,1269.43,23.8,Sul,Standard,1
CUST-00586,20,2023-07-21,2978.23,1458.41,52.5,Sudeste,Standard,1
CUST-00587,53,2016-03-26,2409.46,918.31,42.4,Sudeste,Standard,1
CUST-00588,21,2023-08-09,1384.59,392.12,53.8,Sudeste,Standard,1
CUST-00589,40,2019-04-20,2983.72,667.78,69.6,Norte,Standard,1
CUST-00590,47,2016-07-17,10816.59,5956.75,8.8,Sul,Premium,1
CUST-00591,42,2020-04-21,3424.98,513.84,60.2,Centro-Oeste,Standard,1
CUST-00592,41,2019-01-12,2906.33,1706.17,33.2,Centro-Oeste,Standard,1
CUST-00593,69,2021-05-21,15495.29,7110.07,25.8,Sudeste,Premium,1
CUST-00594,45,2021-07-26,1229.98,629.59,40.6,Sudeste,Standard,1
CUST-00595,50,2018-11-02,10570.75,5712.94,32.3,Sudeste,Premium,1
CUST-00596,70,2018-09-05,2913.78,1469.91,93.1,Sudeste,Standard,1
CUST-00597,65,2016-03-26,14129.46,4311.32,62.5,Sudeste,Premium,1
CUST-00598,33,2022-08-24,1083.11,539.95,35.9,Norte,Standard,1
CUST-00599,68,2023-09-12,3689.52,948.03,28.7,Sudeste,Standard,1
CUST-00600,71,2022-05-06,2712.92,949.86,20.8,Sudeste,Standard,1
CUST-00601,23,2021-04-01,3319.57,852.15,52.6,Sul,Standard,1
CUST-00602,24,2021-12-15,1823.64,554.73,78.0,Sudeste,Standard,1
CUST-00603,35,2022-04-18,3147.01,1607.12,7.8,Sudeste,Standard,1
CUST-00604,62,2016-05-22,2658.18,676.86,79.3,Sudeste,Standard,1
CUST-00605,34,2020-07-18,3468.12,755.11,12.9,Sudeste,Standard,0
CUST-00606,23,2018-05-29,2238.88,1165.52,41.6,Sudeste,Standard,1
CUST-00607,40,2019-03-15,13761.14,6452.5,17.7,Sudeste,Premium,1
CUST-00608,43,2021-09-04,7764.66,1095.72,7.6,Sul,Premium,1
CUST-00609,72,2017-04-04,13511.71,3508.99,15.3,Sudeste,Premium,1
CUST-00610,69,2020-10-04,2243.49,428.38,68.6,Sul,Standard,1
CUST-00611,30,2020-12-25,6025.07,1810.64,33.9,Centro-Oeste,Premium,1
CUST-00612,25,2023-10-06,9221.9,5164.21,16.6,Sudeste,Premium,1
CUST-00613,70,2020-12-07,2482.5,409.86,64.6,Sudeste,Standard,1
CUST-00614,36,2020-12-25,2352.93,527.43,82.6,Sul,Standard,1
CUST-00615,43,2016-03-20,2150.49,670.19,52.4,Sul,Standard,1
CUST-00616,40,2017-02-13,48770.37,19465.04,52.1,Sudeste,Business,1
CUST-00617,43,2016-05-23,3904.17,1482.73,54.5,Sul,Standard,1
CUST-00618,38,2017-12-21,1781.22,457.12,22.4,Sudeste,Standard,1
CUST-00619,28,2020-05-19,9895.3,5690.05,31.8,Norte,Premium,1
CUST-00620,48,2021-01-01,2401.4,379.45,43.1,Nordeste,Standard,1
CUST-00621,27,2022-07-14,1611.2,390.0,51.3,Sudeste,Standard,1
CUST-00622,18,2018-01-08,6166.83,3454.7,12.4,Centro-Oeste,Premium,1
CUST-00623,61,2022-07-21,2771.02,1595.03,14.4,Sul,Standard,1
CUST-00624,18,2020-03-23,37106.48,21352.85,6.3,Sul,Business,1
CUST-00625,31,2023-05-17,7395.45,3690.87,37.9,Nordeste,Premium,1
CUST-00626,33,2019-06-13,3557.04,645.5,52.2,Nordeste,Standard,1
CUST-00627,45,2020-06-10,35131.76,9820.1,3.0,Sudeste,Business,1
CUST-00628,35,2017-08-09,5082.67,1582.07,35.0,Nordeste,Premium,1
CUST-00629,47,2016-05-02,3058.71,543.03,48.3,Sudeste,Standard,1
CUST-00630,48,2020-07-20,1383.37,762.86,81.2,Norte,Standard,0
CUST-00631,24,2018-03-12,1283.45,552.43,68.5,Sudeste,Standard,1
CUST-00632,60,2018-09-24,1546.62,458.54,29.1,Sudeste,Standard,1
CUST-00633,57,2020-12-12,3754.34,1895.95,23.5,Norte,Standard,1
CUST-00634,18,2021-12-29,9521.96,2880.83,22.4,Centro-Oeste,Premium,1
CUST-00635,57,2019-11-16,15557.7,6807.29,75.9,Nordeste,Premium,1
CUST-00636,62,2021-10-23,6510.75,2762.59,37.8,Sudeste,Premium,1
CUST-00637,37,2018-09-21,2265.64,358.49,89.4,Nordeste,Standard,1
CUST-00638,71,2019-07-12,1023.62,425.01,38.5,Sudeste,Standard,1
CUST-00639,36,2023-07-04,2458.3,972.31,35.4,Sudeste,Standard,1
CUST-00640,45,2017-06-16,1190.53,650.55,45.5,Centro-Oeste,Standard,1
CUST-00641,19,2022-02-10,1576.6,428.71,28.3,Sudeste,Standard,1
CUST-00642,36,2019-07-18,43740.53,19095.09,16.5,Sul,Business,1
CUST-00643,36,2016-03-04,12004.68,1975.35,8.0,Sudeste,Premium,1
CUST-00644,37,2021-04-15,1141.15,124.46,64.3,Sudeste,Standard,1
CUST-00645,32,2018-06-19,2020.97,561.06,23.9,Sudeste,Standard,1
CUST-00646,60,2022-10-02,15119.59,4821.84,51.1,Sudeste,Premium,1
CUST-00647,70,2017-08-12,1316.23,546.19,88.8,Sudeste,Standard,1
CUST-00648,64,2022-10-22,2091.21,1065.64,85.3,Sudeste,Standard,1
CUST-00649,28,2022-12-18,3145.6,967.29,41.6,Sudeste,Standard,1
CUST-00650,45,2019-04-14,46177.45,26594.53,12.0,Sudeste,Business,1
CUST-00651,63,2018-02-12,15679.18,4035.86,65.0,Sudeste,Business,1
CUST-00652,59,2022-03-24,14667.87,6098.96,19.5,Centro-Oeste,Business,1
CUST-00653,61,2016-01-23,1912.97,901.68,39.6,Sudeste,Standard,1
CUST-00654,59,2018-12-17,14652.1,7190.98,36.8,Norte,Premium,1
CUST-00655,64,2022-07-04,2622.37,542.48,60.1,Norte,Standard,1
CUST-00656,52,2017-04-11,3496.69,881.06,31.9,Nordeste,Standard,1
CUST-00657,25,2023-05-21,15296.12,4961.58,89.8,Nordeste,Premium,1
CUST-00658,55,2017-07-30,15250.47,6599.8,64.9,Sudeste,Premium,1
CUST-00659,54,2016-05-18,2133.0,999.86,39.9,Sudeste,Standard,1
CUST-00660,45,2019-04-20,1186.58,645.8,56.3,Sudeste,Standard,1
CUST-00661,43,2020-12-17,2909.38,1740.55,47.0,Nordeste,Standard,1
CUST-00662,49,2018-10-15,3113.57,1655.29,25.0,Sul,Standard,1
CUST-00663,25,2017-03-04,5324.03,1516.25,14.0,Centro-Oeste,Premium,1
CUST-00664,36,2018-06-21,1428.61,702.73,57.3,Nordeste,Standard,1
CUST-00665,18,2022-07-19,1202.69,147.14,51.7,Centro-Oeste,Standard,1
CUST-00666,71,2017-02-16,1415.57,592.03,84.2,Nordeste,Standard,1
CUST-00667,57,2019-04-30,3700.73,997.34,16.5,Nordeste,Standard,1
CUST-00668,19,2017-07-04,13259.14,3373.44,26.9,Sul,Premium,1
CUST-00669,66,2023-04-30,32065.77,15240.2,43.8,Sudeste,Business,1
CUST-00670,35,2021-08-12,3116.85,1695.03,40.6,Norte,Standard,1
CUST-00671,19,2020-02-09,2244.81,1189.35,67.7,Nordeste,Standard,1
CUST-00672,34,2022-11-30,3856.49,1694.17,32.5,Centro-Oeste,Standard,1
